action_type	serialized_occurrences	source_candidates	resolution
HutongGames.PlayMaker.Actions.RunDialogueV2	15	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/RunDialogueV2.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.RunDialogueV3	1	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/RunDialogueV3.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.RunDialogueV4	100	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/RunDialogueV4.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.RunDialogueV5	5	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/RunDialogueV5.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.RunFSM	1078	"[""Assets/PlayMaker/Actions/StateMachine/RunFSM.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.RunGarbageCollector	12	"[""Assets/Scripts/ThirdParty/HutongGames/PlayMaker/Actions/RunGarbageCollector.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.SampleCurve	7	"[""Assets/PlayMaker/Actions/Math/SampleCurve.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.SavedItemCanGetMore	18	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/SavedItemCanGetMore.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.SavedItemGet	34	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/SavedItemGet.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.SavedItemGetV2	98	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/SavedItemGetV2.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.ScaleTime	3	"[""Assets/PlayMaker/Actions/Time/ScaleTime.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.ScaleTo	25	"[""Assets/Scripts/MixedIntegrations/PlayMakerActions/ScaleTo.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.SceneTravelerTempEval	1	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/SceneTravelerTempEval.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.ScreenFader	501	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/ScreenFader.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.ScreenFaderAlpha	51	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/ScreenFaderAlpha.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.ScreenFaderCurveWait	8	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/ScreenFaderCurveWait.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.ScreenFlash	215	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/ScreenFlash.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.ScreenFlashLifeblood	1	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/ScreenFlashLifeblood.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.ScreenFlashTrobbio	12	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/ScreenFlashTrobbio.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.SelectRandomAudioClipFair	20	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/SelectRandomAudioClipFair.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.SelectRandomFloat	10	"[""Assets/PlayMaker/Actions/Math/SelectRandomFloat.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.SelectRandomGameObject	33	"[""Assets/PlayMaker/Actions/GameObject/SelectRandomGameObject.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.SelectRandomGameObjectV2	56	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/SelectRandomGameObjectV2.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.SelectRandomInt	4	"[""Assets/PlayMaker/Actions/Math/SelectRandomInt.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.SelectRandomString	602	"[""Assets/PlayMaker/Actions/String/SelectRandomString.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.SelectRandomVector3	35	"[""Assets/PlayMaker/Actions/Vector3/SelectRandomVector3.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.SendCameraShakeWorldForce	20	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/SendCameraShakeWorldForce.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.SendEnemyMessage	113	"[""Assets/Scripts/MixedIntegrations/PlayMakerActions/SendEnemyMessage.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.SendEvent	2216	"[""Assets/PlayMaker/Actions/StateMachine/SendEvent.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.SendEventByName	31667	"[""Assets/PlayMaker/Actions/StateMachine/SendEventByName.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.SendEventByNameOnExit	4	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/SendEventByNameOnExit.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.SendEventByNameUpwards	2343	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/SendEventByNameUpwards.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.SendEventByNameV2	330	"[""Assets/Scripts/ThirdParty/HutongGames/PlayMaker/Actions/SendEventByNameV2.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.SendEventByNameV3	1184	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/SendEventByNameV3.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.SendEventByScale	1054	"[""Assets/Scripts/ThirdParty/HutongGames/PlayMaker/Actions/SendEventByScale.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.SendEventEnableFsm	9	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/SendEventEnableFsm.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.SendEventRepeat	1	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/SendEventRepeat.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.SendEventToGameObjectOptimized	24	"[""Assets/Scripts/MixedIntegrations/PlayMakerActions/SendEventToGameObjectOptimized.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.SendEventToRegister	6801	"[""Assets/Scripts/ProjectCode/FSM/01_Project_Actions/Hollow_Knight/SendEventToRegister.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.SendEventToRegisterDelay	175	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/SendEventToRegisterDelay.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.SendEventToRegisterOnExit	4	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/SendEventToRegisterOnExit.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.SendEventToRegisterV2	283	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/SendEventToRegisterV2.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.SendMessage	9119	"[""Assets/PlayMaker/Actions/ScriptControl/SendMessage.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.SendMessageDelay	304	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/SendMessageDelay.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.SendMessageOnExit	3	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/SendMessageOnExit.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.SendMessageV2	1218	"[""Assets/Scripts/ThirdParty/HutongGames/PlayMaker/Actions/SendMessageV2.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.SendRandomEvent	2180	"[""Assets/PlayMaker/Actions/StateMachine/SendRandomEvent.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.SendRandomEventFair	67	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/SendRandomEventFair.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.SendRandomEventV2	281	"[""Assets/Scripts/ThirdParty/HutongGames/PlayMaker/Actions/SendRandomEventV2.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.SendRandomEventV3	225	"[""Assets/Scripts/ThirdParty/HutongGames/PlayMaker/Actions/SendRandomEventV3.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.SendRandomEventV3ActiveBool	12	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/SendRandomEventV3ActiveBool.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.SendRandomEventV4	3329	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/SendRandomEventV4.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.SendToolEquipChanged	5	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/SendToolEquipChanged.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.SendTrigger2DEvent	58	"[""Assets/Scripts/ThirdParty/HutongGames/PlayMaker/Actions/SendTrigger2DEvent.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.SendTrigger2DEventByName	2	"[""Assets/Scripts/ThirdParty/HutongGames/PlayMaker/Actions/SendTrigger2DEventByName.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.SetAngularDrag2d	8	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/SetAngularDrag2d.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.SetAngularVelocity2d	691	"[""Assets/Scripts/ThirdParty/HutongGames/PlayMaker/Actions/SetAngularVelocity2d.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.SetAnimator	105	"[""Assets/Scripts/ThirdParty/HutongGames/PlayMaker/Actions/SetAnimator.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.SetAnimatorBool	16	"[""Assets/PlayMaker/Actions/Animator/SetAnimatorBool.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.SetAnimatorCullingMode	10	"[""Assets/PlayMaker/Actions/Animator/SetAnimatorCullingMode.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.SetAnimatorTrigger	191	"[""Assets/PlayMaker/Actions/Animator/SetAnimatorTrigger.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.SetAudioClip	2371	"[""Assets/PlayMaker/Actions/Audio/SetAudioClip.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.SetAudioClipVariable	180	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/SetAudioClipVariable.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.SetAudioLoop	89	"[""Assets/PlayMaker/Actions/Audio/SetAudioLoop.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.SetAudioPitch	1435	"[""Assets/PlayMaker/Actions/Audio/SetAudioPitch.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.SetAudioSource	995	"[""Assets/Scripts/ThirdParty/HutongGames/PlayMaker/Actions/SetAudioSource.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.SetAudioVolume	365	"[""Assets/PlayMaker/Actions/Audio/SetAudioVolume.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.SetBitmaskAtIndex	4	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/SetBitmaskAtIndex.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.SetBlackThreadCoreColor	147	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/SetBlackThreadCoreColor.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.SetBlockNeedolinText	2	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/SetBlockNeedolinText.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.SetBloomForced	2	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/SetBloomForced.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.SetBoolValue	24643	"[""Assets/PlayMaker/Actions/Math/SetBoolValue.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.SetBoolValueAtTime	1790	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/SetBoolValueAtTime.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.SetBoolValueV2	5	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/SetBoolValueV2.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.SetBoxCollider2DSize	209	"[""Assets/Scripts/ThirdParty/HutongGames/PlayMaker/Actions/SetBoxCollider2DSize.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.SetBoxCollider2DSizeVector	118	"[""Assets/Scripts/ThirdParty/HutongGames/PlayMaker/Actions/SetBoxCollider2DSizeVector.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.SetBoxColliderConfig	90	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/SetBoxColliderConfig.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.SetBoxColliderTrigger	734	"[""Assets/Scripts/ThirdParty/HutongGames/PlayMaker/Actions/SetBoxColliderTrigger.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.SetCamLock	14	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/SetCamLock.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.SetCameraIgnoringXOffset	23	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/SetCameraIgnoringXOffset.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.SetCinematicVideo	3	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/SetCinematicVideo.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.SetCircleCollider	919	"[""Assets/Scripts/ThirdParty/HutongGames/PlayMaker/Actions/SetCircleCollider.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.SetCircleColliderTrigger	4	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/SetCircleColliderTrigger.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.SetCollectablePickupItem	24	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/SetCollectablePickupItem.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.SetCollectablePickupItemV2	1	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/SetCollectablePickupItemV2.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.SetCollider	14007	"[""Assets/Scripts/ThirdParty/HutongGames/PlayMaker/Actions/SetCollider.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.SetCollider2dIsTrigger	231	"[""Assets/PlayMaker/Actions/Physics2D/SetCollider2dIsTrigger.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.SetColliderV2	55	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/SetColliderV2.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.SetColorRGBA	2	"[""Assets/PlayMaker/Actions/Color/SetColorRGBA.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.SetColorValue	378	"[""Assets/PlayMaker/Actions/Color/SetColorValue.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.SetCurrentInventoryPane	14	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/SetCurrentInventoryPane.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.SetCurrentInventoryPaneCustom	2	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/SetCurrentInventoryPaneCustom.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.SetCurrentRaceTrack	3	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/SetCurrentRaceTrack.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.SetCustomToolOverride	4	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/SetCustomToolOverride.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.SetDamageHero	1786	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/SetDamageHero.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.SetDamageHeroAmount	1357	"[""Assets/Scripts/ProjectCode/FSM/01_Project_Actions/Hollow_Knight/SetDamageHeroAmount.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.SetDamageHeroAndRecord	1	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/SetDamageHeroAndRecord.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.SetDamageHeroOnExit	49	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/SetDamageHeroOnExit.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.SetDarknessLevel	30	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/SetDarknessLevel.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.SetDeathRespawnMarker	70	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/SetDeathRespawnMarker.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.SetDesiredProjectileVelocity	21	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/SetDesiredProjectileVelocity.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.SetEndingCompleted	4	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/SetEndingCompleted.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.SetEnemyDeathEffectsProfile	24	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/SetEnemyDeathEffectsProfile.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.SetEnemyHitEffectsProfile	24	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/SetEnemyHitEffectsProfile.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.SetEnumValue	187	"[""Assets/PlayMaker/Actions/Enum/SetEnumValue.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.SetEnviroRegionProperties	1	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/SetEnviroRegionProperties.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.SetFloatSign	122	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/SetFloatSign.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.SetFloatToHighest	13	"[""Assets/Scripts/ThirdParty/HutongGames/PlayMaker/Actions/SetFloatToHighest.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.SetFloatToLowest	6	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/SetFloatToLowest.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.SetFloatToSmallest	4	"[""Assets/Scripts/ThirdParty/HutongGames/PlayMaker/Actions/SetFloatToSmallest.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.SetFloatValue	9689	"[""Assets/PlayMaker/Actions/Math/SetFloatValue.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.SetFloatValueV2	230	"[""Assets/Scripts/ThirdParty/HutongGames/PlayMaker/Actions/SetFloatValueV2.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.SetFrostVignette	5	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/SetFrostVignette.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.SetFsmBool	3033	"[""Assets/PlayMaker/Actions/StateMachine/SetFsmBool.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.SetFsmEnum	8	"[""Assets/PlayMaker/Actions/StateMachine/SetFsmEnum.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.SetFsmFloat	635	"[""Assets/PlayMaker/Actions/StateMachine/SetFsmFloat.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.SetFsmGameObject	2269	"[""Assets/PlayMaker/Actions/StateMachine/SetFsmGameObject.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.SetFsmInt	145	"[""Assets/PlayMaker/Actions/StateMachine/SetFsmInt.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.SetFsmObject	14	"[""Assets/PlayMaker/Actions/StateMachine/SetFsmObject.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.SetFsmString	424	"[""Assets/PlayMaker/Actions/StateMachine/SetFsmString.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.SetFsmVector2	190	"[""Assets/PlayMaker/Actions/StateMachine/SetFsmVector2.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.SetFsmVector3	44	"[""Assets/PlayMaker/Actions/StateMachine/SetFsmVector3.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.SetGameObject	2716	"[""Assets/PlayMaker/Actions/GameObject/SetGameObject.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.SetGameObjectIfNull	1	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/SetGameObjectIfNull.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.SetGameObjectSelf	501	"[""Assets/Scripts/ThirdParty/HutongGames/PlayMaker/Actions/SetGameObjectSelf.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.SetGeoDrop	30	"[""Assets/Scripts/ProjectCode/FSM/01_Project_Actions/Hollow_Knight/SetGeoDrop.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.SetGravity2dScale	4942	"[""Assets/PlayMaker/Actions/Physics2D/SetGravity2dScale.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.SetGravity2dScaleV2	10	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/SetGravity2dScaleV2.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.SetHP	274	"[""Assets/Scripts/ProjectCode/FSM/01_Project_Actions/Hollow_Knight/SetHP.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.SetHazardRespawn	18	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/SetHazardRespawn.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.SetHeroAffectedByGravity	51	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/SetHeroAffectedByGravity.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.SetHeroCState	135	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/SetHeroCState.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.SetHeroCStateDelay	2	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/SetHeroCStateDelay.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.SetHeroInvincibility	1	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/SetHeroInvincibility.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.SetHeroMaggoted	121	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/SetHeroMaggoted.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.SetHeroNailImbuement	1	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/SetHeroNailImbuement.cs""]"	exact_declared_type
